id,Area,Cruise,Date,T_length,F_length,agebefore,peaks,ageafter,Oto_area,Oto_majorAxis,Oto_minorAxis,Oto_Perimeter,Oto_Length,Oto_Width,Oto_Weight,Mg24,Mg26,Mn55,Co59,Cu65,Zn66,Sr86,Sr87,Ba138,Pb208
T13,AL,Taku,4/9/2006,192,178,5,3,3,6.906073093,3.631254435,2.52007699,12.23704529,4.009887695,2.740997314,0.005,-29.42598616,-17.53931659,0.672211894,-0.274850873,-0.388390103,-3.442450741,-461.8103643,408.2888761,-0.527078814,-0.076209196
T15,AL,Taku,4/9/2006,180,167,4,3,3,6.705026627,3.594833612,2.465838909,11.43763733,3.940841675,2.684570313,0.004,19.12273539,23.6818199,-0.080328892,0.23075684,0.054825147,-7.247105255,-1793.790075,-336.1301979,-0.294920995,0.159780732
T24,AL,Taku,4/9/2006,179,166,3,3,2,6.280872345,3.501629114,2.39908576,11.14348412,3.91796875,2.647888184,0.004,19.19084369,21.12241537,-0.338440088,0.870556108,0.261935885,-7.502949454,-1294.93249,-48.39008086,-0.98189364,0.179160352
T25,AL,Taku,4/9/2006,180,167,6,4,3,6.885129929,3.693182945,2.527993917,12.12110901,4.223876953,2.781860352,0.004,-5.116932928,1.204903065,-0.55274995,-0.072498552,-0.210641611,-9.628006727,-584.2970243,-457.9467419,-0.188317369,-0.077416284
T45,AL,Taku,4/9/2006,183,169,4,4,3,6.502467632,3.619920731,2.413133621,11.65926743,4.087402344,2.719604492,0.004,-0.612159308,5.529400705,-0.189346357,-0.158582883,-0.060483381,-8.005932992,301.7413057,529.3667921,-0.276351693,-0.054379515
T48,AL,Taku,4/9/2006,179,166,8,3,5,6.606656551,3.661668777,2.392057657,11.60248852,4.053710938,2.604858398,0.004,-30.52915175,-23.99484454,-0.299809519,0.077088434,-0.089509754,-9.737428478,-1657.39745,-240.1234999,-1.022312044,-0.066823398
T54,AL,Taku,4/9/2006,187,173,6,3,2,6.396141529,3.52312398,2.467477798,11.54602814,3.966552734,2.680053711,0.004,-1.193413108,6.644426455,0.437924368,0.092671523,-0.213451993,3.054415837,-2144.796539,-957.9286259,-0.433344903,-0.069823857
T56,AL,Taku,4/9/2006,179,166,5,4,3,6.365959644,3.404482603,2.482627392,11.35232544,3.667572021,2.742675781,0.005,25.94303929,28.14422615,0.773160875,0.024022414,-0.216606913,-1.541739233,-78.75662428,510.8727111,0.825663037,-0.077076445
T64,AL,Taku,4/9/2006,184,170,4,3,3,6.361652851,3.509509802,2.429322243,11.57588482,3.903320313,2.670288086,0.004,45.54926749,55.68294471,0.823626985,-0.229778944,-0.058082601,8.187498257,-2671.893608,-632.4184159,-0.624565967,-0.063193122
T68,AL,Taku,4/10/2006,186,172,4,3,3,6.645879745,3.405936718,2.569755316,11.05059624,3.727111816,2.691894531,0.004,-30.46720203,-7.392501355,0.025785553,0.353682041,-0.089449081,-6.890279488,-434.9183543,352.5359831,0.438774965,-0.061389851
T70,AL,Taku,4/10/2006,179,166,4,4,3,6.537383556,3.603093386,2.442254782,12.00981236,3.923400879,2.724121094,0.004,-24.93606563,-14.08937329,0.545718309,0.041177446,-0.226322818,-7.778588412,1133.478556,773.0478071,0.999581176,-0.082152036
T71,AL,Taku,4/10/2006,192,178,4,3,3,7.711903095,3.957194567,2.615260363,12.48982716,4.528564453,2.871948242,0.005,-10.30935368,-5.285284625,-0.020296801,0.05069902,0.291813086,-5.194822155,-937.8643303,150.8965141,0.048805401,0.07748727
T72,AL,Taku,4/10/2006,192,178,5,4,4,6.890817642,3.564498901,2.537176132,11.06132698,3.653564453,2.752441406,0.005,-2.912414008,2.302230985,-0.153686048,-0.122908201,-0.081135894,0.021182817,-140.3049843,333.1685301,-0.800861401,0.063866787
T74,AL,Taku,4/10/2006,174,161,4,3,2,6.887760162,3.633334637,2.510362387,11.16471004,3.915527344,2.703491211,0.005,-11.46677083,-14.90005806,0.474801003,0.088710871,0.181759837,-4.010053475,-1669.681992,-152.5101299,-0.396065557,0.028383667
T77,AL,Taku,4/10/2006,180,167,4,3,2,6.466137886,3.655195475,2.385046482,11.4094286,4.106933594,2.669372559,0.005,-5.683150888,-1.054784635,1.001540591,0.167104042,0.504665968,7.073923907,-1161.135504,25.68218314,-0.304159195,0.112278433
T79,AL,Taku,4/10/2006,188,174,5,3,3,6.745991707,3.398834229,2.600355864,11.01604939,3.643188477,2.682861328,0.004,-5.745251788,3.007711845,0.244401328,0.688885969,-0.036106793,5.190589757,-829.7830053,158.4894741,-0.514021179,0.111806185
T82,AL,Taku,4/10/2006,179,166,3,4,2,6.682439327,3.735081673,2.381401539,11.64057446,4.108398438,2.6043396,0.004,10.02628319,12.21584842,0.364131676,-0.12360043,0.173357185,0.861059107,-1078.676688,89.11119014,-0.167033486,0.02872452
T83,AL,Taku,4/10/2006,185,171,4,4,3,6.377927303,3.649241924,2.368837595,12.37925148,3.991149902,2.693725586,0.004,-8.014186278,-0.884557515,-0.234872566,-0.186690272,-0.322868991,-8.177182048,-470.5700943,-459.5226829,2.641770334,-0.074413815
T85,AL,Taku,4/10/2006,188,174,4,3,3,6.631380558,3.541331768,2.542784452,11.97527122,4.106109619,2.733398438,0.005,-21.54557833,-22.27653813,0.896516507,0.308881656,0.621840803,13.12363448,-1126.695736,-68.61683886,1.351440917,0.047926612
T86,AL,Taku,4/10/2006,188,174,4,3,2,6.977877617,3.671349287,2.537806511,11.6886301,4.098632813,2.702270508,0.005,-20.20672252,-12.89241763,0.368441217,0.253522362,-0.238085936,-5.555476651,-1548.41808,-779.3492939,-0.810832724,-0.077844837
T88,AL,Taku,4/10/2006,203,188,4,3,2,8.057545662,4.044858932,2.667923212,12.84926224,4.453735352,2.939239502,0.006,-10.67511301,-9.717997095,0.128037991,-0.189586929,0.201781519,2.549733177,-538.6953243,181.6218821,4.064450006,-0.034086396
T89,AL,Taku,4/10/2006,186,172,3,3,2,7.2820611,3.799694061,2.568048954,12.03051853,4.312698364,2.759765625,0.005,-29.04727875,-25.85381299,-0.365698792,-0.165194227,-0.110860643,-8.257911543,-1635.266196,-245.7126769,-1.20858204,-0.077920408
T97,AL,Taku,4/10/2006,183,169,4,4,3,7.266773224,3.739288568,2.619395018,12.19045067,4.063720703,2.935775757,0.005,-17.29020239,-3.755897315,0.741722777,-0.201086698,-0.306542726,2.908807677,-1440.203392,-179.5246339,0.121389023,-0.070200274
T102,AL,Taku,4/10/2006,180,167,4,4,3,6.181450367,3.511580467,2.373522282,10.91499233,3.901123047,2.631011963,0.004,-24.06296057,-16.59055734,0.371005128,0.409027428,-0.190442576,12.08886243,-319.6597443,415.2100411,0.656201408,-0.06232418
T104,AL,Taku,4/10/2006,183,169,4,3,3,6.354518414,3.577441931,2.387498856,11.37914562,3.962158203,2.689849854,0.004,-0.517625408,18.46706763,0.570387974,1.375812749,0.253275031,11.96145427,62.10408572,641.3664981,0.370733503,-0.052029025
T106,AL,Taku,4/10/2006,203,188,5,4,3,8.107256889,4.083119392,2.694089174,13.44489479,4.557861328,2.962768555,0.006,-9.469462958,14.1526716,0.866698115,0.678112789,-0.118549208,9.802868687,-115.5996843,631.6009151,-0.679434202,-0.076745896
T117,AL,Taku,4/10/2006,184,170,5,3,3,6.338440895,3.626668215,2.36913681,11.79888821,4.033935547,2.644866943,0.004,8.822398392,11.28776963,-0.071111852,-0.074301487,0.002914274,-1.753541913,-1099.634227,-177.7824219,-1.164806773,0.040785005
M7,AL,Medeia,8/13/2006,198.803,184,5,3,2,7.057474613,3.707674026,2.540173054,12.05090618,4.042236328,2.848846436,0.005,-21.39216563,-18.79839297,0.368805617,0.138593524,0.162170698,3.255699257,-199.5154143,424.8355841,3.348847293,0.09538988
M9,AL,Medeia,8/13/2006,187.77,170,4,3,2,6.893941402,3.719864845,2.472864389,11.60534763,4.098144531,2.702880859,0.005,-11.86754049,-7.941589965,1.287423908,0.067979728,0.277178865,18.26711382,-615.3303143,248.0898141,2.114978871,0.065707699
M10,AL,Medeia,8/13/2006,187.77,170,4,3,2,6.787878036,3.846917152,2.402856112,12.60881042,4.196289063,2.754760742,0.004,-22.4215094,-14.05627603,0.177210196,0.056980166,-0.191589023,-1.004991083,152.1899457,-280.5705869,1.006505009,-0.073973596
M13,AL,Medeia,8/13/2006,187.77,170,5,3,3,6.402256489,3.497576952,2.463346481,11.62330818,3.795310974,2.745117188,0.004,-32.60621123,-22.05980438,-0.379038031,-0.163481541,-0.309366388,-8.829178705,-903.4426183,-571.6726899,1.77232358,-0.079736162
M17,AL,Medeia,8/13/2006,187.77,170,6,,,6.795965672,3.643534422,2.52418828,11.94827938,3.95413208,2.896728516,0.005,-22.12427941,-12.93683899,-0.644207812,-0.113996999,-0.242232077,-8.505432396,1208.099826,902.4675461,-0.778003525,-0.07685909
M21,AL,Medeia,8/13/2006,187.77,170,5,3,2,7.046361923,3.834425926,2.46824646,12.9325676,4.241210938,2.838562012,0.005,-22.87094971,-25.17607533,-0.296228598,-0.213172651,-0.218380326,-4.311702709,-508.5633143,172.3327631,-0.853515122,-0.082872397
M22,AL,Medeia,8/13/2006,187.77,170,4,3,2,6.799812794,3.637443781,2.503548145,12.26335526,3.890625,2.721084595,0.004,-19.85850171,-13.34577262,0.434762089,-0.194191463,-0.014368944,37.55947468,1057.250886,917.7763031,3.04010282,-0.072276851
M24,AL,Medeia,8/13/2006,187.77,170,5,3,2,6.912911415,3.743968725,2.468988895,11.85719872,4.095703125,2.670776367,0.005,-29.99626125,-25.74057107,0.684485151,0.009779596,-0.273735116,12.67216632,-1047.039351,-15.13913786,1.09343961,-0.077074924
M27,AL,Medeia,8/13/2006,176.99,160,5,3,3,6.633419037,3.580713749,2.454754829,11.34197426,3.868286133,2.61315918,0.004,-20.95978722,7.806497435,0.909594609,-0.115027701,-0.102437848,3.102118797,-358.1558843,204.9882321,0.09277375,-0.078710989
M28,AL,Medeia,8/13/2006,176.99,160,4,3,2,6.810892105,3.543147564,2.564911127,11.8705759,3.92565918,2.787902832,0.004,-36.64020708,-14.81163404,0.164324625,-0.234127237,-0.612568663,5.622777137,-552.2063743,211.4381961,0.686070761,-0.080766533
M32,AL,Medeia,8/13/2006,187.77,170,5,3,3,7.329799652,3.768837452,2.606037617,13.15845013,4.234546661,2.901611328,0.005,-21.56329327,-19.14524677,0.158778653,-0.253336239,0.039328526,-2.116753583,-449.2721343,154.5629001,-0.484253982,0.030568819
M39,AL,Medeia,8/13/2006,187.77,170,5,6,2,6.559050083,3.625007629,2.435194731,11.90456963,3.915710449,2.69140625,0.005,-30.25382044,-27.44609975,0.252252537,-0.279850577,-0.053123843,-0.989002953,307.4826857,493.0549511,-0.996985086,0.036352744
M40,AL,Medeia,8/13/2006,187.77,170,4,5,2,6.056,3.414,2.348,10.661,3.699,2.556,0.004,-19.99582277,-18.86604735,-0.083089239,0.004827515,-0.043757194,-2.967084395,1065.991306,919.9969411,-0.002724088,0.020804132
M42,AL,Medeia,8/13/2006,187.77,170,5,3,3,6.945098877,3.830003262,2.454325438,13.10975838,4.15838623,2.772705078,0.005,4.361174792,7.128204405,0.118829709,1.466972004,0.573595213,-0.466940763,975.4566457,880.7650431,3.551465401,0.098604474
M46,AL,Medeia,8/13/2006,187.77,170,5,5,3,7.167910099,3.774617434,2.542336702,12.41193676,4.269897461,2.765136719,0.005,-22.92892083,-14.57292095,-0.392304332,0.102082164,-0.40216117,-7.374257177,154.2258957,-271.6929599,-0.813355588,-0.085539227
M48,AL,Medeia,8/13/2006,166.21,150,5,3,3,7.249808311,3.76849699,2.540314436,11.91162777,4.066162109,2.739990234,0.005,-10.53035685,-4.498171965,-0.562233324,0.141022694,-0.239122742,-4.254778211,-602.0884543,-477.9932479,-1.740404342,-0.075162398
M49,AL,Medeia,8/13/2006,176.99,160,5,4,3,6.809281349,3.660075426,2.47385931,11.75720406,3.903165817,2.649902344,0.004,-8.263052598,-4.739897405,-0.52410242,-0.208359652,-0.322779227,-6.566502774,-34.55741428,358.4057781,-0.848163004,-0.079330454
M50,AL,Medeia,8/13/2006,187.77,170,5,3,3,6.493163109,3.696891308,2.425197601,12.24435711,4.021209717,2.797363281,0.004,-20.56071366,-19.2929718,-0.061841251,0.016818155,-0.337260995,-0.997061803,426.4292957,587.4037351,-0.434167878,-0.076749991
M51,AL,Medeia,8/13/2006,166.21,150,5,3,3,6.637265682,3.539535046,2.507344723,11.41811466,4.015625,2.699645996,0.004,68.46907849,76.76132711,0.169272038,0.966512893,-0.23011168,15.13533797,1233.331376,1005.392079,1.278428448,-0.077852535
M52,AL,Medeia,8/13/2006,176.99,160,5,5,3,6.615303516,3.514339924,2.486087799,11.62007809,3.722412109,2.692626953,0.004,0.386240892,12.23632299,0.088321973,-0.254742002,-0.329449083,4.060706197,384.0822057,464.5678101,2.316224406,-0.075286774
M67,AL,Medeia,8/13/2006,176.99,160,5,4,3,7.173565388,3.75397706,2.54803896,11.64689064,4.034484863,2.833740234,0.005,7.198523792,41.23642761,-0.237639318,0.502323486,0.07032203,-5.856733481,46.80506572,323.7753071,1.19839968,-0.082089755
M72,AL,Medeia,8/13/2006,176.99,160,5,3,2,6.63279438,3.6912992,2.406443834,11.75648117,3.970031738,2.691162109,0.004,-24.93037549,7.193938405,0.440110514,-0.228899099,-0.427081442,1.570440897,-107.8938343,334.9217931,0.888683866,-0.08122285
M73,AL,Medeia,8/13/2006,176.99,160,5,5,3,6.338178158,3.65406847,2.369799137,12.20364857,4.091957092,2.671875,0.004,-10.31187899,-3.905116595,0.373431202,-0.226257324,0.079420071,2.792133527,33.74612572,221.1498481,0.45629756,0.054658582
M74,AL,Medeia,8/13/2006,176.99,160,5,4,3,6.60563755,3.619156361,2.443579197,12.05980206,3.946472168,2.684631348,0.004,-15.75981161,-9.613862945,0.163492646,-0.262777608,0.104814698,-2.420365473,473.9939657,377.9893241,0.042990535,0.053551028
M75,AL,Medeia,8/13/2006,187.77,170,5,4,3,6.984979153,3.590148449,2.563908339,11.99766064,3.892822266,2.756469727,0.005,-20.81072383,-14.76089642,-0.571580794,-0.1886166,0.067381177,0.199453567,1344.250676,866.5276991,1.448489329,0.058507668
M78,AL,Medeia,8/13/2006,166.21,150,5,3,2,6.112210274,3.412766933,2.358272552,11.00880432,3.669311523,2.550048828,0.003,-28.31476573,-20.01468446,-0.051802751,-0.20615573,0.009912754,4.229939817,-403.8129643,209.4922191,-0.074628078,0.02615292
M79,AL,Medeia,8/13/2006,176.99,160,5,2,3,6.608760834,3.646326542,2.443531036,12.06573296,3.943115234,2.752319336,0.005,-28.92459871,-26.35158168,-0.433650675,0.53991176,-0.169635563,-10.10631097,-668.7722243,-525.5403019,-1.773499212,-0.076318103
M80,AL,Medeia,8/13/2006,176.99,160,5,3,3,7.362742901,3.793072224,2.585497141,12.17032337,4.212646484,2.917297363,0.005,-32.87543867,-26.0279877,-0.606145129,-0.067356972,-0.353471446,-8.616436622,380.4767857,-210.7420489,-1.634362464,-0.082130357
M81,AL,Medeia,8/13/2006,187.77,170,5,3,3,6.949537277,3.662351131,2.530631304,11.90894127,3.978881836,2.735900879,0.004,-17.2710068,-12.57713175,-0.44779569,-0.158028783,-0.368324088,-0.110313573,610.1857357,634.8854121,-0.582414928,-0.081464692
M82,AL,Medeia,8/13/2006,187.77,170,5,2,3,7.39262867,3.861899853,2.58388257,13.13640499,4.299804688,2.803649902,0.005,25.70800719,28.19677921,0.085787297,0.662429738,0.11010228,9.371974537,613.7658057,742.3793241,2.470976822,-0.062922311
M85,AL,Medeia,8/18/2006,176.99,160,5,2,2,6.327558517,3.508651018,2.40372467,11.06577969,3.825042725,2.606201172,0.004,-5.231783718,3.123212855,-0.354274149,0.08495224,-0.064368139,-4.410194901,-488.0017443,258.3708281,0.653435088,-0.07686019
M107,AL,Medeia,8/18/2006,176.99,160,4,3,2,6.049907207,3.543771505,2.301990032,11.3862257,3.908233643,2.567871094,0.004,-24.99193633,-15.53273062,-0.278442795,-0.223973466,-0.354122044,-5.27035031,-739.7947283,-9.216936856,-0.527176794,-0.079558636
M108,AL,Medeia,8/18/2006,133.87,120,5,3,2,4.490259171,2.979314804,1.998399138,9.858994484,3.264556885,2.346679688,0.002,-5.130994658,27.86457643,1.751595407,-0.263401134,-0.110723146,6.441515687,-1177.101143,-15.74366786,2.546368338,-0.067417222
M129,AL,Medeia,8/18/2006,155.43,140,5,3,2,5.875261307,3.413158178,2.284656048,10.72346401,3.616455078,2.489135742,0.003,-24.77651313,-2.033133685,0.429771088,-0.179619117,-0.105952804,1.285668337,434.3353557,607.8383401,0.152121835,-0.085535931
M133,AL,Medeia,8/18/2006,144.65,130,5,3,2,4.528331757,2.885209799,2.097926855,9.684621811,3.145629883,2.338378906,0.002,-11.17944951,-10.99629534,-0.585370113,-0.061485215,0.068888031,-0.902744293,518.4524357,594.0844441,-0.182537963,0.0478698
M136,AL,Medeia,8/18/2006,155.43,140,5,3,2,5.657710075,3.310005903,2.254554749,10.26205444,3.621551514,2.442260742,0.003,13.25924459,18.50626052,-0.467130909,0.227651613,0.242393564,5.569748077,2492.092866,1375.947324,1.398835048,0.044793853
V1,BS,Vesteraalen,6/8/2008,205,195,4,5,3,8.009168625,3.912147045,2.723336458,13.6127243,4.35144043,3.102294922,0.005,36.64289299,-2.927876495,-0.582466186,0.145772352,0.119334994,-5.348474734,1966.513346,418.6916351,-1.704531036,0.101088997
V2,BS,Vesteraalen,6/8/2008,215,205,4,4,3,7.841188431,3.875547171,2.739554882,14.30129623,4.309936523,3.170043945,0.005,28.69241359,-3.732205205,-0.346483441,-0.012540157,-0.078523651,-1.234582053,510.9501357,-352.3551149,-1.952144496,0.00915023
V3,BS,Vesteraalen,6/8/2008,200,190,4,4,3,7.795418739,3.867563248,2.677112103,12.40656471,4.290283203,2.934448242,0.006,39.26914249,19.45421719,-0.726870849,-0.034352287,0.125579506,-11.02166427,702.7702857,-3.417993856,-1.970911031,0.056629166
V4,BS,Vesteraalen,6/8/2008,203,195,4,4,3,7.964118004,4.008123875,2.656656742,13.17229939,4.427185059,2.9453125,0.006,40.56552179,26.40859931,-0.725762991,-0.146068452,-0.050631545,-7.234308867,787.5296157,-246.0663419,-1.791960779,-0.046605529
